Experiment	Sample	Study	GSM	Scientific name	Taxon id	Strategy	Source	Platform	Selection	Experiment title	Sample title	Design description	Sample attribute_BioSampleModel	Sample attribute_dev_stage	Sample attribute_scientific_name	Sample attribute_cell type	Sample attribute_treatment	Sample attribute_sub_species	Sample attribute_ENA-FIRST-PUBLIC	Sample attribute_passages	Sample attribute_ENA first public	Sample attribute_ENA-LAST-UPDATE	Sample attribute_disease	Sample attribute_ecotype	Sample attribute_cell_line	Sample attribute_External Id	Sample attribute_Submitter Id	Sample attribute_strain	Sample attribute_transcription factor	Sample attribute_INSDC first public	Sample attribute_INSDC status	Sample attribute_cell line	Sample attribute_sex	Sample attribute_antibody	Sample attribute_broker name	Sample attribute_phenotype	Sample attribute_breed	Sample attribute_source_name	Sample attribute_isolate	Sample attribute_INSDC last update	Sample attribute_age	Sample attribute_Sex	Sample attribute_biomaterial_provider	Sample attribute_individual	Sample attribute_chip antibody	Sample attribute_sample name	Sample attribute_INSDC center alias	Sample attribute_chip antibody details	Sample attribute_collection_date	Sample attribute_common name	Sample attribute_genotype	Sample attribute_developmental stage	Sample attribute_tissue	Sample attribute_replicate	Sample attribute_organism part	Sample attribute_geo_loc_name	Sample attribute_tumor grading	Sample attribute_INSDC center name	Sample attribute_cultivar	Sample attribute_ENA last update	Experiment attribute_Experimental Factor: Stationary	Experiment attribute_Experimental Factor: organism part	Experiment attribute_Experimental Factor: CTVT5	Experiment attribute_Experimental Factor: Regressive	Experiment attribute_Experimental Factor: immunoprecipitate	Experiment attribute_Experimental Factor: Progressive	Experiment attribute_Experimental Factor: CTVT6	Experiment attribute_Experimental Factor: CTVT17	Experiment attribute_Experimental Factor: organism	File information_Alternatives_1_@org	File information_@cluster	File information_@filename	File information_Alternatives_1_@url	File information_Alternatives_@access_type	File information_Alternatives_0_@access_type	File information_Alternatives_1_@free_egress	File information_Alternatives_@free_egress	File information_Alternatives_@org	File information_@version	File information_Alternatives_0_@free_egress	File information_@supertype	File information_@sratoolkit	File information_@size	File information_@semantic_name	File information_@date	File information_Alternatives_0_@org	File information_Alternatives_2_@free_egress	File information_Alternatives_1_@access_type	File information_Alternatives_2_@url	File information_@md5	File information_Alternatives_2_@org	File information_Alternatives_0_@url	File information_Alternatives_2_@access_type	File information_Alternatives_@url	File information_@url	Query
SRX9724949	SRS7918343	SRP299114	GSM4987118	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 550	ChIP	GSM4987118: BerneseMountainDog4 - PBMCs H3K4me3; Canis lupus familiaris; ChIP-Seq	BerneseMountainDog4 - PBMCs H3K4me3					peripheral blood mononuclear cells		familiaris																H3K4me3			Bernese Mountain Dog	peripheral blood mononuclear cells																																AWS	public	SRR13296022.lite	s3://sra-pub-zq-6/SRR13296022/SRR13296022.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	659079775	SRA Lite	2022-07-23 03:47:53	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-106/SRR13296022/SRR13296022.lite.1	f54848c208e79a9da744fd0f9f571359	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13296/SRR13296022/SRR13296022.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13296022/SRR13296022	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13296/SRR13296022/SRR13296022.lite.1	
SRX9724948	SRS7918342	SRP299114	GSM4987117	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 550	ChIP	GSM4987117: BerneseMountainDog4 - PBMCs H3K4me1; Canis lupus familiaris; ChIP-Seq	BerneseMountainDog4 - PBMCs H3K4me1					peripheral blood mononuclear cells		familiaris																H3K4me1			Bernese Mountain Dog	peripheral blood mononuclear cells																																AWS	public	BMD4_H3K4me1.fastq	s3://sra-pub-zq-4/SRR13296021/SRR13296021.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	7377992355	fastq	2020-12-23 16:18:13	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-103/SRR13296021/SRR13296021.lite.1	e8330001226ea4061877cfbf590da6e3	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13296/SRR13296021/SRR13296021.lite.1	gcp identity	s3://sra-pub-src-16/SRR13296021/BMD4_H3K4me1.fastq.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13296021/SRR13296021	
SRX9724947	SRS7918340	SRP299114	GSM4987116	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 550	ChIP	GSM4987116: BerneseMountainDog3 - PBMCs input; Canis lupus familiaris; ChIP-Seq	BerneseMountainDog3 - PBMCs input					peripheral blood mononuclear cells		familiaris																none			Bernese Mountain Dog	peripheral blood mononuclear cells																																AWS	public	SRR13296020.lite	s3://sra-pub-zq-6/SRR13296020/SRR13296020.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	585622494	SRA Lite	2022-07-25 07:05:11	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-105/SRR13296020/SRR13296020.lite.1	35ae89dad5fba1658c88f3d177234259	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13296/SRR13296020/SRR13296020.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13296020/SRR13296020	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13296/SRR13296020/SRR13296020.lite.1	
SRX9724946	SRS7918339	SRP299114	GSM4987115	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 550	ChIP	GSM4987115: BerneseMountainDog3 - PBMCs H3K4me3; Canis lupus familiaris; ChIP-Seq	BerneseMountainDog3 - PBMCs H3K4me3					peripheral blood mononuclear cells		familiaris																H3K4me3			Bernese Mountain Dog	peripheral blood mononuclear cells																																AWS	public	SRR13296019.lite	s3://sra-pub-zq-4/SRR13296019/SRR13296019.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	629072429	SRA Lite	2022-07-15 15:13:46	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-103/SRR13296019/SRR13296019.lite.1	606ea30763db7e4d5bfc83af8bab2a05	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13296/SRR13296019/SRR13296019.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13296019/SRR13296019	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13296/SRR13296019/SRR13296019.lite.1	
SRX9724945	SRS7918338	SRP299114	GSM4987114	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 550	ChIP	GSM4987114: BerneseMountainDog3 - PBMCs H3K4me1; Canis lupus familiaris; ChIP-Seq	BerneseMountainDog3 - PBMCs H3K4me1					peripheral blood mononuclear cells		familiaris																H3K4me1			Bernese Mountain Dog	peripheral blood mononuclear cells																																AWS	public	SRR13296018.lite	s3://sra-pub-zq-6/SRR13296018/SRR13296018.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	687693268	SRA Lite	2022-07-25 07:05:12	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-105/SRR13296018/SRR13296018.lite.1	c9f46b5db4098c8f50b55458b95c4657	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13296/SRR13296018/SRR13296018.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13296018/SRR13296018	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13296/SRR13296018/SRR13296018.lite.1	
SRX9724944	SRS7918337	SRP299114	GSM4987113	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 550	ChIP	GSM4987113: BerneseMountainDog2 - PBMCs input; Canis lupus familiaris; ChIP-Seq	BerneseMountainDog2 - PBMCs input					peripheral blood mononuclear cells		familiaris																none			Bernese Mountain Dog	peripheral blood mononuclear cells																																AWS	public	SRR13296017.lite	s3://sra-pub-zq-4/SRR13296017/SRR13296017.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	658529769	SRA Lite	2022-07-15 15:13:42	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-103/SRR13296017/SRR13296017.lite.1	ccc2dad6b2298a0828d2060d9cfd06f2	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13296/SRR13296017/SRR13296017.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13296017/SRR13296017	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13296/SRR13296017/SRR13296017.lite.1	
SRX9724943	SRS7918336	SRP299114	GSM4987112	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 550	ChIP	GSM4987112: BerneseMountainDog2 - PBMCs H3K4me3; Canis lupus familiaris; ChIP-Seq	BerneseMountainDog2 - PBMCs H3K4me3					peripheral blood mononuclear cells		familiaris																H3K4me3			Bernese Mountain Dog	peripheral blood mononuclear cells																																AWS	public	SRR13296016.lite	s3://sra-pub-zq-4/SRR13296016/SRR13296016.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	582264395	SRA Lite	2022-07-15 15:13:40	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-103/SRR13296016/SRR13296016.lite.1	a137caf8c67ec4f958a41402168eb14e	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13296/SRR13296016/SRR13296016.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13296016/SRR13296016	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13296/SRR13296016/SRR13296016.lite.1	
SRX9724942	SRS7918341	SRP299114	GSM4987111	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 550	ChIP	GSM4987111: BerneseMountainDog2 - PBMCs H3K4me1; Canis lupus familiaris; ChIP-Seq	BerneseMountainDog2 - PBMCs H3K4me1					peripheral blood mononuclear cells		familiaris																H3K4me1			Bernese Mountain Dog	peripheral blood mononuclear cells																																AWS	public	SRR13296015.lite	s3://sra-pub-zq-6/SRR13296015/SRR13296015.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	567784117	SRA Lite	2022-07-25 07:05:09	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-105/SRR13296015/SRR13296015.lite.1	1635e5e7551c6b01d2dead7652351387	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13296/SRR13296015/SRR13296015.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13296015/SRR13296015	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13296/SRR13296015/SRR13296015.lite.1	
SRX9724941	SRS7918335	SRP299114	GSM4987110	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 550	ChIP	GSM4987110: BerneseMountainDog1 - PBMCs input; Canis lupus familiaris; ChIP-Seq	BerneseMountainDog1 - PBMCs input					peripheral blood mononuclear cells		familiaris																none			Bernese Mountain Dog	peripheral blood mononuclear cells																																AWS	public	SRR13296014.lite	s3://sra-pub-zq-4/SRR13296014/SRR13296014.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	616616884	SRA Lite	2022-07-15 15:13:48	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-103/SRR13296014/SRR13296014.lite.1	101e8ec8af4ffc9b4b6e5070701396ef	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13296/SRR13296014/SRR13296014.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13296014/SRR13296014	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13296/SRR13296014/SRR13296014.lite.1	
SRX9724940	SRS7918333	SRP299114	GSM4987109	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 550	ChIP	GSM4987109: BerneseMountainDog1 - PBMCs H3K4me3; Canis lupus familiaris; ChIP-Seq	BerneseMountainDog1 - PBMCs H3K4me3					peripheral blood mononuclear cells		familiaris																H3K4me3			Bernese Mountain Dog	peripheral blood mononuclear cells																																AWS	public	BMD1_H3K4me3.fastq	s3://sra-pub-zq-6/SRR13296013/SRR13296013.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	6827584996	fastq	2020-12-28 15:58:00	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-105/SRR13296013/SRR13296013.lite.1	ba281cccbd3617260f780709f084d836	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13296/SRR13296013/SRR13296013.lite.1	gcp identity	s3://sra-pub-src-17/SRR13296013/BMD1_H3K4me3.fastq.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13296013/SRR13296013	
SRX9724939	SRS7918334	SRP299114	GSM4987108	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	NextSeq 550	ChIP	GSM4987108: BerneseMountainDog1 - PBMCs H3K4me1; Canis lupus familiaris; ChIP-Seq	BerneseMountainDog1 - PBMCs H3K4me1					peripheral blood mononuclear cells		familiaris																H3K4me1			Bernese Mountain Dog	peripheral blood mononuclear cells																																AWS	public	SRR13296012.lite	s3://sra-pub-zq-4/SRR13296012/SRR13296012.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	580645309	SRA Lite	2022-07-15 15:13:44	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-103/SRR13296012/SRR13296012.lite.1	f98f23588e1907005172196857ab0984	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13296/SRR13296012/SRR13296012.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13296012/SRR13296012	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13296/SRR13296012/SRR13296012.lite.1	
ERX2744767	ERS2643344	ERP110319		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 4000	ChIP	Illumina HiSeq 4000 sequencing; H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals	do17675	H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals			Canis lupus familiaris			familiaris	2020-01-03T15:59:12Z			2018-08-09T13:37:05Z				SAMEA4823457	E-MTAB-7127:do17675	Beagle		2020-01-03T15:59:12Z	public		male		ArrayExpress					2018-08-09T13:37:05Z	2.5			Dog5		E-MTAB-7127:do17675				dog		adult		1	muscle tissue			Flicek research group European Molecular Biology Laboratory - European Bioinformatics Institute				muscle tissue			input DNA				Canis familiaris	AWS	public	do17675_Input_muscle_unk_canFam3Canis_familiarisDog5.fq.gz	s3://sra-pub-zq-1/ERR2731542/ERR2731542.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	2912270741	fastq	2022-07-13 15:42:13	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-101/ERR2731542/ERR2731542.lite.1	33c3eec1b436205321c40b2b19847a9e	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2731/ERR2731542/ERR2731542.lite.1	gcp identity	s3://sra-pub-src-16/ERR2731542/do17675_Input_muscle_unk_canFam3Canis_familiarisDog5.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2731542/ERR2731542	
ERX2744766	ERS2643343	ERP110319		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 4000	ChIP	Illumina HiSeq 4000 sequencing; H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals	do17376	H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals			Canis lupus familiaris			familiaris	2020-01-03T15:59:12Z			2018-08-09T13:37:05Z				SAMEA4823456	E-MTAB-7127:do17376	Beagle		2020-01-03T15:59:12Z	public		male		ArrayExpress					2018-08-09T13:37:05Z	2.5			Dog5		E-MTAB-7127:do17376				dog		adult		1	liver			Flicek research group European Molecular Biology Laboratory - European Bioinformatics Institute				liver			input DNA				Canis familiaris	AWS	public	do17376_Input_liver_unk_canFam3Canis_familiarisDog5.fq.gz	s3://sra-pub-zq-8/ERR2731541/ERR2731541.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	2915651970	fastq	2022-07-22 10:18:00	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-102/ERR2731541/ERR2731541.lite.1	4026a0aae84477642a13fade6a8b5294	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR002/2731/ERR2731541/ERR2731541.lite.1	gcp identity	s3://sra-pub-src-14/ERR2731541/do17376_Input_liver_unk_canFam3Canis_familiarisDog5.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2731541/ERR2731541	
ERX2744765	ERS2643342	ERP110319		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 4000	ChIP	Illumina HiSeq 4000 sequencing; H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals	do17364	H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals			Canis lupus familiaris			familiaris	2020-01-03T15:59:12Z			2018-08-09T13:37:05Z				SAMEA4823455	E-MTAB-7127:do17364	Beagle		2020-01-03T15:59:12Z	public		male		ArrayExpress					2018-08-09T13:37:05Z	2.5			Dog5		E-MTAB-7127:do17364				dog		adult		1	testis			Flicek research group European Molecular Biology Laboratory - European Bioinformatics Institute				testis			input DNA				Canis familiaris	AWS	public	do17364_Input_testis_unk_canFam3Canis_familiarisDog5.fq.gz	s3://sra-pub-zq-8/ERR2731540/ERR2731540.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	2402900992	fastq	2022-07-18 06:54:55	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-101/ERR2731540/ERR2731540.lite.1	cfc200effbb0ce5102fe4fa5423bf9c0	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2731/ERR2731540/ERR2731540.lite.1	gcp identity	s3://sra-pub-src-11/ERR2731540/do17364_Input_testis_unk_canFam3Canis_familiarisDog5.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2731540/ERR2731540	
ERX2744764	ERS2643341	ERP110319		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 4000	ChIP	Illumina HiSeq 4000 sequencing; H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals	do17647	H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals			Canis lupus familiaris			familiaris	2020-01-03T15:59:12Z			2018-08-09T13:37:05Z				SAMEA4823454	E-MTAB-7127:do17647	Beagle		2020-01-03T15:59:12Z	public		male		ArrayExpress					2018-08-09T13:37:05Z	2.5			Dog5		E-MTAB-7127:do17647				dog		adult		1	muscle tissue			Flicek research group European Molecular Biology Laboratory - European Bioinformatics Institute				muscle tissue			anti-H3K4me3				Canis familiaris	AWS	public	do17647_H3K4me3_muscle_05-1339_canFam3Canis_familiarisDog5.fq.gz	s3://sra-pub-zq-8/ERR2731539/ERR2731539.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	1989829968	fastq	2022-07-26 12:02:56	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-101/ERR2731539/ERR2731539.lite.1	9b300f713a4f98ac058ed207b9fd8189	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2731/ERR2731539/ERR2731539.lite.1	gcp identity	s3://sra-pub-src-4/ERR2731539/do17647_H3K4me3_muscle_05-1339_canFam3Canis_familiarisDog5.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2731539/ERR2731539	
ERX2744763	ERS2643340	ERP110319		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 4000	ChIP	Illumina HiSeq 4000 sequencing; H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals	do17397	H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals			Canis lupus familiaris			familiaris	2020-01-03T15:59:12Z			2018-08-09T13:37:05Z				SAMEA4823453	E-MTAB-7127:do17397	Beagle		2020-01-03T15:59:12Z	public		male		ArrayExpress					2018-08-09T13:37:05Z	2.5			Dog5		E-MTAB-7127:do17397				dog		adult		1	liver			Flicek research group European Molecular Biology Laboratory - European Bioinformatics Institute				liver			anti-H3K4me3				Canis familiaris	AWS	public	ERR2731538.lite	s3://sra-pub-zq-8/ERR2731538/ERR2731538.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	850696320	SRA Lite	2022-08-04 19:21:49	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-101/ERR2731538/ERR2731538.lite.1	dc5293cd23f7421875b991a2aa951c49	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2731/ERR2731538/ERR2731538.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2731538/ERR2731538	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2731/ERR2731538/ERR2731538.lite.1	
ERX2744762	ERS2643339	ERP110319		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 4000	ChIP	Illumina HiSeq 4000 sequencing; H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals	do17392	H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals			Canis lupus familiaris			familiaris	2020-01-03T15:59:12Z			2018-08-09T13:37:05Z				SAMEA4823452	E-MTAB-7127:do17392	Beagle		2020-01-03T15:59:12Z	public		male		ArrayExpress					2018-08-09T13:37:05Z	2.5			Dog5		E-MTAB-7127:do17392				dog		adult		1	testis			Flicek research group European Molecular Biology Laboratory - European Bioinformatics Institute				testis			anti-H3K4me3				Canis familiaris	AWS	public	ERR2731537.lite	s3://sra-pub-zq-5/ERR2731537/ERR2731537.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	755697872	SRA Lite	2022-07-28 08:18:25	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-102/ERR2731537/ERR2731537.lite.1	d487cbf9e29c1443d0b35a1c293d5ec6	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2731/ERR2731537/ERR2731537.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2731537/ERR2731537	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2731/ERR2731537/ERR2731537.lite.1	
ERX2744761	ERS2643338	ERP110319		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 4000	ChIP	Illumina HiSeq 4000 sequencing; H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals	do17725	H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals			Canis lupus familiaris			familiaris	2020-01-03T15:59:12Z			2018-08-09T13:37:05Z				SAMEA4823451	E-MTAB-7127:do17725	Beagle		2020-01-03T15:59:12Z	public		male		ArrayExpress					2018-08-09T13:37:05Z	2.5			Dog5		E-MTAB-7127:do17725				dog		adult		1	muscle tissue			Flicek research group European Molecular Biology Laboratory - European Bioinformatics Institute				muscle tissue			anti-H3K4me1				Canis familiaris	AWS	public	do17725_H3K4me1_muscle_ab8895_canFam3Canis_familiarisDog5.fq.gz	s3://sra-pub-zq-3/ERR2731536/ERR2731536.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	3233997103	fastq	2022-07-26 12:05:53	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-109/ERR2731536/ERR2731536.lite.1	e7fac974640e9afcdb40e2dbfe776a0c	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2731/ERR2731536/ERR2731536.lite.1	gcp identity	s3://sra-pub-src-12/ERR2731536/do17725_H3K4me1_muscle_ab8895_canFam3Canis_familiarisDog5.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2731536/ERR2731536	
ERX2744760	ERS2643337	ERP110319		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 4000	ChIP	Illumina HiSeq 4000 sequencing; H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals	do17341	H3K4me3, H3K27ac and H3K4me1 ChIP-seq in 4 tissues of 10 mammals			Canis lupus familiaris			familiaris	2020-01-03T15:59:12Z			2018-08-09T13:37:05Z				SAMEA4823450	E-MTAB-7127:do17341	Beagle		2020-01-03T15:59:12Z	public		male		ArrayExpress					2018-08-09T13:37:05Z	2.5			Dog5		E-MTAB-7127:do17341				dog		adult		1	liver			Flicek research group European Molecular Biology Laboratory - European Bioinformatics Institute				liver			anti-H3K4me1				Canis familiaris	AWS	public	ERR2731535.lite	s3://sra-pub-zq-1/ERR2731535/ERR2731535.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	1543432311	SRA Lite	2022-08-11 19:57:51	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-105/ERR2731535/ERR2731535.lite.1	a75d2df536968ad953e35223ff9ed1eb	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2731/ERR2731535/ERR2731535.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2731535/ERR2731535	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2731/ERR2731535/ERR2731535.lite.1	
